product,observations,price_elasticity,r2,se,t_stat,p_value,ci_95_lower,ci_95_upper,bootstrap_lower,bootstrap_upper,avg_price,avg_demand,min_price,max_price
Nikon - AF-S NIKKOR 400mm f/2.8E FL ED VR Lens for Select Nikon DSLR Cameras - Black,34,-74.5849544105121,0.5402399763392415,12.16321780994787,-6.132008451703601,7.411098083614522e-07,-99.36061833136266,-49.809290489661535,-10292.47877248194,-70.75560489374455,10522.446764705881,28.41176470588235,10499.99,10879.95
Details About Netgear Modem Vdsl/adsl Broadband High Speed Dsl Dm200 Verizon At&t Used!,19,-28.20437668409694,0.10828431993117937,19.63009767785927,-1.4367924779054246,0.16892656088925978,-69.62026255923136,13.21150919103749,-74.00593460023565,106.220524802056,60.09368421052631,8.157894736842104,58.99,62.29
BS-GS2024P 24 Gigabit PoE Smart Switch,13,-21.907526268376756,0.914840184805845,2.0153094307654356,-10.870552151416296,3.1911038444054175e-07,-26.343192418466696,-17.471860118286816,-42.630140063422786,-21.53272781387737,393.91307692307686,6.6923076923076925,384.99,429.99
Visidec - Focus Double Swing Arm Mount - Polished Silver,14,-21.369510829241033,0.059890861156973174,24.440653622284596,-0.874342853488855,0.39909252255134664,-74.6211205068344,31.88209884835233,-42.9312762892192,22.015696672219335,125.9914285714286,3.2857142857142856,124.99,127.65
Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,21,-20.644905452545228,0.3805428300543471,6.042824314526548,-3.4164331739574565,0.002894810616199484,-33.29268209941242,-7.997128805678038,-45.515869653452434,-14.238399442626605,66.32428571428572,7.285714285714286,64.99,74.99
AF-S NIKKOR 85mm f/1.8G Lens,45,-17.185848277397746,0.5238323314515827,2.498736998908982,-6.877813985586144,1.9343565009649424e-08,-22.22503169101943,-12.146664863776058,-20.357766317317477,-14.018355851369199,433.3297777777777,9.577777777777778,419.95,476.95
Nikon AF-S FX NIKKOR 200-500mm f/5.6E ED Vibration Reduction Zoom Lens with Auto Focus for Nikon DSLR Cameras,58,-14.827529809121604,0.2275021638054464,3.6511582967548204,-4.061048194568949,0.00015345350065739652,-22.1416787801401,-7.513380838103106,-34.506212104048736,-9.882895161062793,1213.0184482758623,11.172413793103448,1168.0,1396.95
Details About Netgear Cm1000 Docsis 3.1 Ultrahigh Speed Cable Modem,31,-11.897365136258987,0.1833556566192731,4.662524364822747,-2.5517003677280052,0.0162528013021079,-21.433298174360424,-2.3614320981575503,-21.99170420735977,-2.3679280128637963,175.27677419354833,4.741935483870968,169.99,179.99
Cobra - CDR895D Front and Rear Camera Dash Cam - Black,15,-11.513433358402434,0.611736216801612,2.5439848455123317,-4.525747619413885,0.0005698210267731315,-17.009378481159086,-6.017488235645781,-30.185415131804707,-8.355783265600486,146.7986666666667,4.866666666666666,139.99,179.99
Seagate Backup Plus Hub 8TB External Desktop Hard Drive Storage + 2mo Adobe CC Photography (STEL8000100),36,-9.9362271287364,0.6878186525409833,1.1480176172500876,-8.655117290392472,4.110237162639693e-10,-12.2692796279929,-7.6031746294799,-11.826915100278686,-8.865731901607719,183.74916666666664,3.7222222222222223,167.6,207.93
Details About Seagate 4 Terabyte (4tb) Superspeed Usb 3.0 Game Drive For Xbox One Stea4000402,15,-9.86914777693651,0.7698564905530706,1.4965886722455275,-6.594429023793517,1.7302195087821275e-05,-13.10233103607035,-6.635964517802669,-15.091572970830892,-8.22497058946297,138.4066666666667,6.2,129.99,164.74
PNY - XLR8 NVIDIA GeForce GTX 1080 8GB GDDR5X PCI Express 3.0 Graphics Card - Black/Red,17,-8.064028953043884,0.37882118344839066,2.666230174279277,-3.024505922570513,0.008535807402203655,-13.746964046368003,-2.3810938597197646,-14.128588024198624,-3.408071347616164,591.895294117647,3.823529411764706,549.99,677.99
"Dual - 10 Single-Voice-Coil 4-Ohm Subwoofer with Enclosure - Black/Silver""",23,-7.418803585692208,0.1734380175479484,3.534189143933052,-2.0991529551913373,0.04807058525703399,-14.768552259301588,-0.06905491208282832,-23.053324155798016,2.9908286690502743,66.2995652173913,9.26086956521739,58.99,79.23
SKW-204 10 230W Powered Subwoofer,23,-6.404903645036757,0.18630344398410414,2.9209474955663306,-2.192748638843622,0.03972802779550732,-12.47934649653909,-0.33046079353442437,-10.759698511309706,60.50376704927983,147.79956521739132,11.08695652173913,138.99,168.53
Sonos - SUB Wireless Subwoofer - White,22,-6.069115600806281,0.6423778752596174,1.0125752646948785,-5.993742699842763,7.343884857396277e-06,-8.181310590565328,-3.9569206110472352,-14.658446727373748,-4.563751379005305,779.0309090909091,10.545454545454545,699.99,1399.98
PNY - NVIDIA GeForce GTX 1060 6GB GDDR5 PCI Express 3.0 Graphics Card - Black,16,-5.955293925263362,0.3740585333984989,2.0589047778176695,-2.892457188610568,0.011816856536433152,-10.37120548441526,-1.5393823661114654,-11.130080248213831,-2.3418563854744168,268.04875000000004,6.375,249.99,293.93
2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,12,-5.887782405159666,0.062203859552297014,7.229317619505588,-0.8144312803844315,0.43436401755801624,-21.99570586637475,10.220141056055418,-19.04922472896546,3.5066112272237615,88.36333333333334,4.833333333333333,84.99,90.71
22 Widescreen Full HD 1080p LED Monitor,20,-5.885465119039856,0.09605556048525188,4.255534847232007,-1.3830141992299816,0.1835773224191591,-14.826012072603028,3.055081834523315,-13.815740200161802,3.4220065357743574,126.82949999999997,5.4,119.99,137.94
Aluratek AIRMM03F Wi-Fi Internet Radio Streaming Pandora,19,-4.543458307780928,0.18332141963223492,2.3258465761132783,-1.953464323245904,0.06742402428704522,-9.45056564571469,0.3636490301528328,-10.40285554998733,9.729563286991686,81.27,8.263157894736842,69.99,101.12
Wireless HD Digital Kit,25,-4.52301867592321,0.3114439119658441,1.4023105499478596,-3.225404441328195,0.0037441239601012756,-7.4239190672437605,-1.62211828460266,-6.926717543954978,-2.2714348235885664,205.004,1.72,184.69,231.73
Samsung - 850 EVO 500GB Internal SATA Solid State Drive for Laptops and PC,16,-4.468166982791765,0.3665238855603228,1.5699266375368173,-2.8460992227014046,0.012949165488152056,-7.835324735986914,-1.1010092295966167,-9.66235601886073,-1.5555296873196307,178.88125000000002,2.75,168.0,199.99
G-Technology G-DRIVE USB 3.0 6TB External Hard Drive (0G03674),12,-4.422332456390924,0.18425749672304925,2.9424924055248414,-1.5029206016258618,0.16376435842741324,-10.978614106752595,2.1339491939707464,-7.696131954800546,16.35384307963833,201.40583333333333,5.0,189.0,249.99
Outdoor Tech Buckshot Pro Bluetooth Speaker,40,-4.284670782104335,0.15434175187231902,1.6269769176188922,-2.6335166379465433,0.012154256041574612,-7.578313358951505,-0.9910282052571655,-9.176556973807669,-2.0769168994111245,60.239999999999995,10.25,55.99,71.99
Corsair CMY32GX3M4A1600C9 Vengeance Pro 32GB (4x8GB) DDR3 1600 MHz (PC3 12800) Desktop 1.5V,28,-4.075152700388222,0.21545691579760307,1.5250546005023584,-2.6721356068470286,0.012837917449401468,-7.209947327258563,-0.9403580735178818,-9.93273372692431,-0.5163157511924061,251.63999999999996,7.357142857142857,196.64,316.5
Details About Kingston A400 Ssd 120gb Sata Iii 2.5” Internal Solid State Drive Sa400s37/120g,20,-3.9893013919676346,0.5991832095978318,0.76904850366871,-5.187320920510031,6.20069928182404e-05,-5.605012343339558,-2.373590440595711,-5.510104539002229,-2.845048612524922,52.7735,3.2,45.99,67.67
EOS Rebel SL2 DSLR Camera Body Deluxe Kit,19,-3.8882579713747396,0.12005395598542312,2.553115100230368,-1.5229466039442958,0.1461568612292842,-9.274859981841892,1.4983440390924128,-10.363440695336399,1.4092767421244066,569.6299999999999,5.052631578947368,499.0,690.82
SanDisk 8GB Clip Jam MP3 Player (Pink),43,-3.70165473755774,0.22318065842124135,1.0785386630108904,-3.4321020326003495,0.001380544145818806,-5.879807755713298,-1.5235017194021827,-5.775048994159865,-1.6939714887755486,35.2653488372093,11.232558139534884,29.99,49.0
1TB WD Black Mobile OEM Hard Drive (WD10JPLX),41,-3.68301177902686,0.09295139772805461,1.8422905362459754,-1.99914818350623,0.05259490453086171,-7.409396118761249,0.043372560707528596,-7.487120575018231,2.611478036338659,72.12975609756097,3.7804878048780486,64.99,87.81
LG Electronics OLED65E6P Flat 65-Inch 4K Ultra HD Smart OLED TV (2016 Model),24,-3.6714325876004223,0.3050563320311893,1.181432726773854,-3.107610365277443,0.005132951323073589,-6.121574101197121,-1.221291074003724,-6.655160252179022,-0.9141231667925671,3769.45375,4.666666666666667,2799.0,4997.0
GP60NB50 8x Super-Multi Portable DVD Rewriter with M-DISC,29,-3.5788295416053764,0.09054348021783132,2.1828380227837747,-1.6395305122279722,0.11270422664696486,-8.05764320928661,0.8999841260758563,-6.657462207111906,0.38081722893098746,27.935172413793108,5.689655172413793,25.54,33.08
Logitech Circle Black Portable Wifi Video Monitoring Camera Webcam,12,-3.4783632265266315,0.5468125700971411,1.0013700868523412,-3.4736040872364704,0.005984898216924672,-5.709554822237838,-1.247171630815425,-6.099970939627037,-2.2641795311096793,157.57333333333335,2.6666666666666665,139.99,199.99
"Samsung - 32 Class (31.5"" Diag.) - LED - 720p - Smart - HDTV""",26,-3.4702327967838364,0.1973749862162505,1.428444193208721,-2.429379329820814,0.022979303383926012,-6.418396712513214,-0.5220688810544583,-7.338797491317549,-0.7273002422998218,232.91346153846155,3.730769230769231,205.99,259.99
EVGA 750 GQ,18,-3.3389524317081705,0.192515186929198,1.709562270159436,-1.953103721338431,0.06852510618188186,-6.963062547567461,0.28515768415111964,-8.360311001570787,-0.32104762149917115,92.05000000000001,2.6666666666666665,84.99,98.99
64GB XQD G Series Memory Card,21,-3.2830359606204267,0.0639603129578451,2.8813146050970504,-1.1394229407690262,0.2686886430690363,-9.3136967374064,2.747624816165545,-10.630151220400972,7.344882358422942,109.44619047619045,5.857142857142857,94.99,130.18
iSimple ISBC01 BluClik Bluetooth Remote Control with Steering Wheel and Dash Mounts,19,-3.1780633038706614,0.722522072152457,0.4776686565714385,-6.653279967502664,4.073191107961843e-06,-4.18585607654773,-2.1702705311935926,-4.077262794667485,-2.819412697541204,24.958421052631582,2.210526315789474,19.99,31.78
Details About Netgear Cm700 Docsis 3.0 32x8 High Speed Cable Modem,15,-3.173757706708545,0.2733257945152484,1.4352635476900104,-2.2112717290260453,0.045544279784857075,-6.274456088899079,-0.07305932451801089,-5.576966385285061,-1.766699486398706,114.50866666666666,2.7333333333333334,99.99,143.97
"9.7 iPad (2017, 32GB, Wi-Fi Only, Silver)",56,-3.1538596006127984,0.04918789005070823,1.886964508054377,-1.6713931752032258,0.10043010708784172,-6.936995660356985,0.629276459131388,-6.233037118512819,0.3220488141312091,321.18160714285716,7.517857142857143,299.0,345.88
Kenwood - CD - Built-In Bluetooth - Apple® iPod®- and Satellite Radio-Ready - In-Dash Deck - Black,59,-3.1463688253869586,0.16506849977607785,0.9372717420793159,-3.3569440794265404,0.001408471362759209,-5.023223114870298,-1.2695145359036193,-4.2937951867120026,-1.9786139661837556,121.70338983050847,4.711864406779661,107.35,179.99
ECOXGEAR ECOXBT Waterproof Bluetooth Speaker,18,-3.1017552691910786,0.25160198795980115,1.337386133088958,-2.3192668089259763,0.03393383757304635,-5.936887219831057,-0.2666233185510998,-5.365283941709674,-0.33934677733083585,64.10111111111111,5.444444444444445,55.99,79.99
Crystal 460X RGB Mid-Tower Case,23,-3.0475762307746592,0.10599863623576156,1.931362888508404,-1.5779407634410483,0.1295250053141708,-7.064065232909944,0.9689127713606256,-7.85364994736699,5.542086094548626,141.2865217391304,5.782608695652174,122.89,199.99
HD 700 Stereo Headphones,22,-3.0407614361648925,0.1834723939761479,1.4343905761572793,-2.119897806573066,0.046717060860550226,-6.0328477471315605,-0.04867512519822448,-10.06258825075761,0.3649465030005388,501.0281818181818,3.8181818181818183,465.16,749.99
Kingston - HyperX Savage 480GB Internal SATA III Solid State Drive for Laptops,19,-3.040122938631351,0.22097852669270224,1.384415213578114,-2.195961810311192,0.04225892897433179,-5.960983722427706,-0.11926215483499636,-4.9753194373038445,6.386118050410052,197.62052631578948,4.157894736842105,172.99,268.07
Phantom 530 Full-Tower Case (Black),32,-3.038556532144254,0.1003335237579629,1.6612095908659281,-1.82912291672983,0.07733761173466273,-6.431199123713187,0.35408605942467863,-7.271590449211816,2.2569080652560087,127.99437500000002,7.53125,108.74,157.37
"64GB High Speed microSDXC UHS-I Memory Card (Class 10, U3)",13,-3.0021687952950877,0.23707122719830354,1.6238329030145067,-1.8488163343172925,0.0915196071047635,-6.576200917284432,0.5718633266942557,-6.169536565325396,10.183774082375097,59.80769230769233,3.4615384615384617,54.95,74.99
CORSAIR - VENGEANCE LED Series 16GB (2PK 8GB) 3.0GHz DDR4 Desktop Memory with LED Lighting - Black,36,-2.928664664533586,0.5389409624806785,0.46455577327145425,-6.304226172693105,3.477761019962634e-07,-3.8727555840363457,-1.984573745030826,-5.553392454401533,-2.1883401001328844,148.01222222222222,2.888888888888889,129.99,271.77
JVC KW-R920BTS 2-DIN Bluetooth In-Dash Car Stereo and SiriusXM Ready #KW92BT,50,-2.880329488738931,0.1278901848853623,1.0856467374366718,-2.6531001194179398,0.01078116286105031,-5.063168553530451,-0.6974904239474102,-4.671807542169739,-1.0146695070639178,114.33439999999999,4.64,104.0,149.99
"PYLE - 8 Single-Voice-Coil 4-Ohm Subwoofer with Integrated Amplifier - Black""",21,-2.8749990532421204,0.12204580443534763,1.7690308543831974,-1.625183103007289,0.12059637450660661,-6.577623184456554,0.8276250779723129,-6.014456648021062,1.3902262778948542,156.61809523809518,4.9523809523809526,136.08,181.67
"MTX - Monitor Series Dual 6-1/2 200W 2-way Center-Channel Speaker (Each) - Black""",34,-2.821670180491386,0.07087876340127042,1.805965238834272,-1.56241666219043,0.1280265261448181,-6.500300992602799,0.8569606316200278,-6.640006450946373,1.4370887858331927,82.06647058823528,9.970588235294118,66.81,99.99
"Details About Samsung 24 Class Hd (720p) Smart Led Tv (un24m4500)""",34,-2.8056205953987456,0.38688725632847654,0.6243554556653816,-4.493627099660351,8.598682899817544e-05,-4.077391041214787,-1.5338501495827048,-3.9308606750431645,-0.5844951984840635,163.40323529411762,4.705882352941177,138.0,229.0
Sherwood - 200W 2.0-Ch. A/V Home Theater Receiver - Black,53,-2.804753655495675,0.14813976569103648,0.9417984702234732,-2.978082619767001,0.004430742659248903,-4.695492979224602,-0.9140143317667486,-4.5019490642161335,7.150237842762864,127.25169811320755,8.679245283018869,116.99,189.83
e1659Fwu 16 Widescreen USB 3.1 Gen 1 Powered LED Backlit LCD Monitor,29,-2.7595779457592653,0.12251931196356425,1.4212723013045794,-1.941625080026017,0.0626848344626827,-5.675787825804161,0.1566319342856306,-8.705523468197287,1.6424078446736938,101.23034482758618,4.482758620689655,75.99,149.47
iHome Rechargeable Splash Proof Stereo Bluetooth Speaker - Black (IBT33BC),16,-2.6543230774893227,0.20263281008688283,1.4072266856864744,-1.8862086005670713,0.08018447631905164,-5.672524139831131,0.36387798485248535,-6.275706893697398,2.484273292911194,39.21875,3.375,32.99,49.99
T113UWS1 Portable Tripod Screen (80x80),18,-2.5890622284837694,0.04441509756593609,3.002284382598675,-0.8623640863237497,0.40122825164660403,-8.953620800923183,3.7754963439556435,-6.325621779854828,8.044225929293498,104.7761111111111,6.222222222222222,96.99,127.77
Details About Zmodo Hd Wifi Home Security Camera Twoway Audio Motion Detection Cloud Service,17,-2.555757474670178,0.3951079799445565,0.8164978342375043,-3.130146054896644,0.00688007185453139,-4.296081412405878,-0.8154335369344781,-4.438049104972187,-2.3265537328330876,39.70529411764706,9.294117647058824,35.0,50.0
JVC - In-Dash CD/DM Receiver - Built-in Bluetooth with Detachable Faceplate - Black,41,-2.4823360148486886,0.13462044845938825,1.0078039650287867,-2.4631139596456975,0.01829224473181265,-4.52081194408946,-0.4438600856079171,-3.592746498859489,-0.5547650763089482,79.53853658536585,5.829268292682927,68.99,99.99
MG278Q 27 Widescreen LED Backlit TN Gaming Monitor,30,-2.4224514882465975,0.02083232478592667,3.1385983207300447,-0.7718259046551488,0.44668316370857786,-8.851578703656582,4.006675727163386,-8.92771156309927,5.425532456620005,522.5093333333333,6.5,479.99,599.84
SanDisk Ultra II 1TB SATA III SSD - 2.5-Inch 7mm Height Solid State Drive - SDSSDHII-1T00-G25,25,-2.369081314207593,0.17558716823496812,1.0703899758493933,-2.213288023673466,0.03707399686734673,-4.583351683864693,-0.15481094455049238,-5.13902217050084,-1.1547756866156742,294.8304,2.92,269.99,367.99
CORSAIR - DOMINATOR PLATINUM 32GB (2PK 16GB) 3.0GHz DDR4 Desktop Memory with DHX cooling - Black/silver,12,-2.3509297693222573,0.34189123193907345,1.0314412888257172,-2.2792666871022402,0.04584283097316763,-4.649124178475628,-0.05273536016888736,-6.084268881604265,-0.8147231990242512,304.32333333333327,1.6666666666666667,259.99,332.99
Chant Mini Portable Bluetooth Wireless Speaker (Navy),22,-2.3167880739834636,0.19238901578903256,1.061407820454384,-2.182750144983534,0.041147635569177804,-4.530845990093409,-0.10273015787351847,-4.180881805839619,-0.5004270053807125,45.11454545454546,2.9545454545454546,39.99,49.99
Details About Midland Wr120c Noaa Weather Alert Radio,15,-2.3047764041338032,0.6648781358369253,0.4538240201979943,-5.078568567455455,0.00021155145820403348,-3.2852035929186796,-1.324349215348927,-3.5404753156354696,-1.857003745290203,33.32066666666667,2.466666666666667,26.99,49.99
Audio Video Shelf,26,-2.2826406645788904,0.17743278740337243,1.0032304114275663,-2.2752905400173846,0.032107188454566796,-4.353206467705732,-0.21207486145204868,-3.5283905541605582,-0.5073228881867994,47.54076923076923,7.461538461538462,43.99,57.19
"MTX Audio - MTX 8 225W 2-way Speaker (Each) - Black""",15,-2.2569804054469684,0.4530850529712729,0.6877429405591095,-3.281720934295781,0.005953468633784066,-3.7427586979331977,-0.7712021129607389,-20.37725066766668,-1.9761932600351022,184.52333333333328,5.266666666666667,165.99,279.99
CORSAIR - VENGEANCE LPX Series 32GB (2PK 16GB) 2.133GHz DDR4 Desktop Memory - Black,14,-2.2554811157346437,0.13794484912974903,1.6276587362256179,-1.3857211376906222,0.19104568001293776,-5.801844852536765,1.2908826210674773,-9.195557386878292,0.6561783446753938,256.82857142857137,2.142857142857143,200.74,297.99
WD - Blue 500GB Internal SATA Hard Drive,13,-2.250179738945537,0.0951266099859055,2.0924918045606797,-1.0753589256795029,0.3052352298871806,-6.855723148378783,2.3553636704877094,-5.262383064871582,2.4613710518171352,46.933846153846154,2.3846153846153846,42.99,54.98
"Magellan Roadmate 5322-LM 5 Touchscreen Portable GPS Navigation System""",25,-2.2199528478619266,0.23384580470386795,0.8378632319281479,-2.649540835863175,0.01432377374293537,-3.9532049990803833,-0.4867006966434697,-12.066131372830602,1.9227749738149849,96.02079999999998,5.08,79.95,199.49
Samsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,30,-2.1693230630668214,0.015417421612830662,3.2761623627455587,-0.6621537100038105,0.5132862029226481,-8.880237444595604,4.541591318461962,-7.541333873168452,4.014081080703995,607.3506666666668,3.933333333333333,579.97,649.99
PELICAN - ProGear Case for Most Tablets - Black,17,-2.1118881354236145,0.031962592323059535,3.000891912274338,-0.7037534830180009,0.49236716519264156,-8.5081378381134,4.284361567266171,-7.915193627187819,28.71107971539524,60.22529411764705,9.117647058823529,53.99,78.99
"Rand McNally 0528011715 IntelliRoute 7 TND 730 GPS Unit""",14,-2.0359437404020904,0.10095401338281917,1.7538979028263044,-1.160810864259137,0.2682908934608559,-5.857358992999805,1.785471512195624,-8.67998399063051,1.4279856380206088,296.7064285714285,2.5714285714285716,239.99,358.99
"Refurbished Vizio 55 Class 4K (2160P) Smart LED Home Theater Display (M55-D0)""",12,-2.023683865417197,0.11374183274248684,1.7863340781960004,-1.1328697639026704,0.2837000106171148,-6.00388422763468,1.956516496800286,-9.904769266605607,2.2620736505797803,745.4124999999999,2.8333333333333335,615.97,999.99
Sony - Shake Audio System - Black,18,-1.950985960754264,0.3268463571357675,0.6999700026586214,-2.7872422437305056,0.013183653083131245,-3.4348560786860207,-0.46711584282250707,-3.423792992637028,-1.1619440906702099,402.1044444444444,3.888888888888889,327.99,499.99
"Pyle BT Vintage Style Turntable with AM/FM Radio, CD _ Cassette Players, USB Flash Recording _ Slide-Out /MP3 Dock",21,-1.9361315409741309,0.0701470069012532,1.6171884605063045,-1.1972207248918736,0.24594475841240823,-5.320945889325293,1.4486828073770317,-4.238030813656403,5.647969065569273,156.0823809523809,2.9047619047619047,129.99,194.9
Apple - Smart Cover for Apple iPad and iPad® Air 2 - Charcoal Gray,65,-1.925676481522729,0.016349014348186364,1.8818620309195837,-1.0232824988672178,0.310087589076032,-5.686277673339752,1.834924710294295,-4.7596100407642785,1.116883341205472,37.1903076923077,17.784615384615385,33.99,39.99
HP ENVY 34-b010 34-inch Curved All-in-One Computer (Intel Core i7-7700T,22,-1.9195802370641504,0.04714252851006384,1.9297400389756236,-0.994735144783094,0.33174861344838347,-5.944947421092652,2.1057869469643515,-6.468232289419686,0.7050994141248341,1869.1840909090906,3.727272727272727,1737.99,1999.99
Spartan - 1-Target 24x DVD/CD Duplicator - Black,17,-1.837053219593745,0.09223123539632527,1.48807463199147,-1.234516858294427,0.23600121448173,-5.00880921771032,1.3347027785228303,-4.055677054610548,0.5238847980106269,189.3429411764706,4.882352941176471,170.99,218.99
VisionTek Black Label 8GB DDR3 SDRAM Memory Module,22,-1.8086569426940662,0.018803857353249964,2.921431072182689,-0.6190996460316157,0.5428391474177628,-7.902655372973797,4.285341487585665,-9.1727628660776,23.447724733485263,59.83181818181818,6.545454545454546,53.07,73.18
SENNHEISER HD 558 Over Ear Headphones HD558 - AUTHORIZED DEALER,24,-1.7999150434252147,0.24160167301787183,0.679891138614684,-2.6473577036062594,0.014712815563048376,-3.209922964904803,-0.38990712194562627,-4.260323107884643,-0.27649861856892954,98.72125,5.291666666666667,59.98,149.99
SanDisk Ultra II 500GB SATA III SSD - 2.5-Inch 7mm Height Solid State Drive - SDSSDHII-500G-G25,25,-1.7710246559157012,0.0619937995701586,1.4364463712877216,-1.2329208324902812,0.23005895978857305,-4.742540373838861,1.200491062007459,-4.699961074674927,0.8848201805348044,155.8076,2.92,139.99,179.0
Toshiba - 1TB Internal SATA Hard Drive for Laptops,13,-1.7478413080271171,0.10024525735625678,1.5788316040738206,-1.1070473276042898,0.2918948202096866,-5.222826238863554,1.7271436228093198,-9.434331241950357,7.545785064390357,55.62923076923077,1.9230769230769231,49.99,75.82
CORSAIR - VENGEANCE RGB Series 16GB (2PK 8GB) 3.0GHz DDR4 Desktop Memory with RGB Lighting - Black,22,-1.7156015599891743,0.0592109390293768,1.5291376792321099,-1.1219405441965837,0.27517749416324744,-4.905326864704268,1.474123744725919,-6.945135681253909,2.3026890964287294,152.86045454545453,2.3636363636363638,132.5,179.89
MG7310-10 8x4 343 Mbps DOCSIS 3.0 Cable Modem N300 Wi-Fi Router,14,-1.6492431411025816,0.18070198690977735,1.0137562633697736,-1.6268635772670046,0.12972102682027908,-3.858028293884291,0.5595420116791276,-3.9046538190406634,0.7811787440941552,84.63285714285713,4.714285714285714,69.99,99.99
HMDX Dynamite Portable Splashproof Wireless Speaker (Gray),14,-1.6478123536258868,0.029410960631164884,2.732626136098087,-0.6030141964384472,0.557724366972682,-7.601693237629971,4.306068530378197,-4.757405245777024,2.7962051008556528,35.70428571428572,5.857142857142857,32.99,39.99
"BIC America - 6-1/2 Floor Speaker (Each) - Black""",14,-1.580751583216429,0.037256861963560706,2.319663997214912,-0.6814571356516923,0.5085205839944849,-6.634865260856605,3.473362094423747,-6.170026100349688,0.9344113130398205,140.70428571428573,5.928571428571429,133.99,149.99
PLAY:3 Wireless Speaker (Black),59,-1.5785227994400615,0.12877676073624722,0.5438253006046926,-2.9026284685263146,0.005253564895571526,-2.6675141797895074,-0.4895314190906157,-3.2394908222765544,-0.7550205240631576,325.6064406779661,6.694915254237288,249.0,598.0
Sandisk Extreme CompactFlash Memory Card - 64 GB (SDCFXS-064G-A46),28,-1.5597112410953764,0.019034286096262676,2.1959181386903226,-0.7102774978786827,0.48385476324669097,-6.0734856200231935,2.9540631378324402,-6.702060294769803,2.2586394325366985,47.02321428571429,5.607142857142857,43.15,49.99
DUB-1340 4-Port USB 3.1 Gen 1 Hub,29,-1.5574512189813907,0.3709263644444566,0.39033676779566356,-3.990019253827241,0.0004544069992968408,-2.3583561108488116,-0.75654632711397,-4.653485501001137,-1.2028747514671088,38.55379310344827,5.448275862068965,34.0,60.99
D750 DSLR Camera Body with Adobe Creative Cloud 12-Month Subscription Kit,134,-1.5533090445426618,0.12423048601035858,0.3589646851133844,-4.32719180732786,2.9579697767332835e-05,-2.2633766724505002,-0.8432414166348234,-2.1044240825897482,-1.001837706560448,1736.475820895523,5.537313432835821,1289.99,2660.14
Logitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,53,-1.5422825915909695,0.3539616120035102,0.29176282054115515,-5.286083362953437,2.6257388835876094e-06,-2.1280208948909642,-0.9565442882909747,-2.2973295439177286,-1.0551423470084869,47.72584905660375,17.37735849056604,34.99,69.99
2TB My Passport USB 3.0 Secure Portable Hard Drive (Orange),32,-1.537464418112832,0.06468890651880921,1.0673517928873402,-1.4404476840328058,0.16009654743858762,-3.71728758591039,0.6423587496847258,-3.5098424420209495,0.5522647582283662,81.803125,4.8125,74.99,96.0
iLive - ISBW216 Wireless Gnome Outdoor Speaker - Multi,15,-1.5318960030291975,0.18162855004124578,0.9018634445017996,-1.698589750331255,0.11318686427053917,-3.4802535209388514,0.41646151488045624,-3.0409533491714997,0.1672289176799091,35.32333333333334,5.4,32.99,39.99
Sherwood - 400W 4.0-Ch. Stereo Receiver - Black,17,-1.5257476152453326,0.048359251381410506,1.7475668612290776,-0.8730696656563185,0.3963868547880066,-5.250598207446583,2.199102976955917,-6.491652816324369,0.6707203491656373,169.85294117647058,4.470588235294118,153.99,199.99
"JBL - 6-1/2 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black""",15,-1.508622243715508,0.13526170710413887,1.0579465925303753,-1.425990928433557,0.17744074378453004,-3.7941769024278615,0.7769324149968455,-4.087842116596647,2.686376065676236,79.72333333333333,3.933333333333333,61.99,119.99
CD Recorder Cassette and Turntable BLACK,15,-1.487560665997436,0.2990492497344738,0.6316484052126766,-2.355045391900535,0.03489627803134712,-2.8521540825224876,-0.12296724947238458,-3.1793763389302163,13.270540858432172,315.8879999999999,2.066666666666667,272.99,495.82
Chant Sport BT Portable Audio System (Black),22,-1.479535773920013,0.11487278122238909,0.9183426462485975,-1.6110933973978807,0.12282940858282625,-3.3951649660599683,0.4360934182199423,-4.313892554128578,-0.3717136954481498,77.49727272727273,4.363636363636363,65.99,99.99
AfterShokz Trekz Titanium Wireless Headphones,52,-1.459377351146632,0.04001640905477255,1.0108703251015831,-1.4436840363277832,0.15506469692786912,-3.4897701537816754,0.5710154514884118,-3.0422438461651535,0.6689249169298431,118.24134615384614,10.846153846153847,99.95,129.99
Alpha a6000 Mirrorless Digital Camera with 16-50mm and 55-210mm Lenses Kit (Silver),63,-1.4584426498335297,0.09782660116867015,0.5670756051019822,-2.5718663203141054,0.012567179575098782,-2.5923804042707297,-0.32450489539632965,-2.6929137214048633,-0.5195486623866435,674.4673015873012,5.301587301587301,498.0,1046.0
Thermaltake - SMART Series 650W Bronze Power Supply - Black,31,-1.4500828219419326,0.010978791632403118,2.555755710552518,-0.5673792749262586,0.5748228711587959,-6.677190159213872,3.777024515330007,-6.088212280842327,1.7606030717559604,59.777096774193545,4.741935483870968,54.99,69.99
