,name,price_elasticity,price_mean,quantity_mean,intercept,slope,rsquared,p_value
0,"12 MacBook (Mid 2017, Silver)",-65.11559512195107,1295.9900000000002,0.38461538461538464,25.42907504690425,-0.01932457786116318,0.19602734663710297,0.02350753015604968
1,ASUS VivoBook Max X541SA 15.6Inch Laptop Intel Pentium 4GB Memory 500GB HD Matte IMR X541SA-PD0703X,-16.039642825513493,299.72076923076924,0.5384615384615384,9.175192290661107,-0.0288159234822654,0.2819843940764547,0.0052506413888205265
2,Acer 15.6 Chromebook CB5-571-C4G4,-8.432544834503744,242.47923076923078,0.7692307692307693,7.255803718849033,-0.026751045559821916,0.16164455764448737,0.04174314582751669
3,"Apple MacBook Pro MLUQ2LL/A 13.3 Notebook - Intel Core i5 Dual-core (2 Core) 2 GHz - 8 GB LPDDR3 - 256 GB SSD - Mac OS X 10.12 Sierra - 2560 x 1600 - In-plane Switching (IPS) Technology - Silver""",-6.018642226812338,1224.221153846154,0.6923076923076923,4.859060003177769,-0.0034035944386186525,0.2364643085505379,0.0117735679384007
4,"Dell - Inspiron 15.6 Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 1TB + 8GB Hybrid Hard Drive - Red""",-23.203536935704427,790.759230769231,1.3076923076923077,31.650779069767296,-0.03837209302325566,0.3278392413637383,0.0022368944081458393
5,"Details About Apple Macbook Air 13.3 Laptop (early 2015) 2.2ghz Core I7 8gb 256gb""",-68.16572340178321,795.509230769231,0.38461538461538464,26.602201308378145,-0.03295698517339798,0.5103117989032797,4.1455186564264155e-05
6,"Lenovo - 100S-14IBR 14 Laptop - Intel Celeron - 2GB Memory - 32GB eMMC Flash Memory - Navy blue""",-6.049398683846627,209.66307692307691,0.9615384615384616,6.778267965237138,-0.027743223027451677,0.27766734233407175,0.00567736067434403
